\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2005,,,
Date,Hour,Market Demand,Ontario Demand
08/02/2005,17,21901,20417
08/02/2005,18,22553,21214
08/02/2005,19,23137,21559
08/02/2005,20,22727,21186
08/02/2005,21,22159,20731
08/02/2005,22,21431,20004
08/02/2005,23,20130,18896
08/02/2005,24,18956,17627
09/02/2005,1,18472,16655
09/02/2005,2,17927,16113
09/02/2005,3,17373,15855
09/02/2005,4,17445,15847
09/02/2005,5,17939,16016
09/02/2005,6,18681,16733
09/02/2005,7,20270,18320
09/02/2005,8,21116,19617
09/02/2005,9,22363,20657
09/02/2005,10,22396,20645
09/02/2005,11,22290,20734
09/02/2005,12,22579,20748
09/02/2005,13,22409,20895
09/02/2005,14,21971,20842
09/02/2005,15,21400,20436
09/02/2005,16,21114,20450
09/02/2005,17,21609,21030
09/02/2005,18,22618,21847
09/02/2005,19,23075,22322
09/02/2005,20,22740,21969
09/02/2005,21,22133,21504
09/02/2005,22,21510,20696
09/02/2005,23,20151,19487
09/02/2005,24,19597,18158
10/02/2005,1,18811,17027
10/02/2005,2,18493,16843
10/02/2005,3,18103,16642
10/02/2005,4,17974,16469
10/02/2005,5,18188,16571
10/02/2005,6,18859,17172
10/02/2005,7,20182,18573
10/02/2005,8,21469,20330
10/02/2005,9,22106,20795
10/02/2005,10,22023,20787
10/02/2005,11,21919,20730
10/02/2005,12,21632,20618
10/02/2005,13,21145,20281
10/02/2005,14,20925,20061
10/02/2005,15,20897,19983
10/02/2005,16,21023,19959
10/02/2005,17,21509,20455
10/02/2005,18,22253,21199
10/02/2005,19,22979,22025
10/02/2005,20,22826,21869
10/02/2005,21,22563,21456
10/02/2005,22,21725,20668
10/02/2005,23,20580,19523
10/02/2005,24,19682,18200
11/02/2005,1,18863,17308
11/02/2005,2,18424,16895
11/02/2005,3,18253,16724
11/02/2005,4,18260,16656
11/02/2005,5,18201,16872
11/02/2005,6,19035,17453
11/02/2005,7,20414,18786
11/02/2005,8,21642,20478
11/02/2005,9,22132,20792
11/02/2005,10,21996,20682
11/02/2005,11,21730,20616
11/02/2005,12,21899,20485
11/02/2005,13,21587,20223
11/02/2005,14,21081,19967
11/02/2005,15,20731,19767
11/02/2005,16,20828,19810
11/02/2005,17,21473,20309
11/02/2005,18,22154,20990
11/02/2005,19,22739,21525
11/02/2005,20,22066,20952
11/02/2005,21,21674,20560
11/02/2005,22,20844,19730
11/02/2005,23,19627,18763
11/02/2005,24,18817,17428
12/02/2005,1,18093,16594
12/02/2005,2,17787,15989
12/02/2005,3,17368,15735
12/02/2005,4,17318,15624
12/02/2005,5,17139,15445
12/02/2005,6,17603,15711
12/02/2005,7,18117,16233
12/02/2005,8,18600,16990
12/02/2005,9,18951,17807
12/02/2005,10,19707,18513
12/02/2005,11,19890,18726
12/02/2005,12,19708,18544
12/02/2005,13,19648,18390
12/02/2005,14,19242,17984
12/02/2005,15,19136,17878
12/02/2005,16,19014,17756
12/02/2005,17,19476,18218
12/02/2005,18,20196,18938
12/02/2005,19,20834,19576
12/02/2005,20,20577,19319
12/02/2005,21,20481,18668
12/02/2005,22,19809,18201
12/02/2005,23,19006,17548
12/02/2005,24,18358,16807
13/02/2005,1,17853,16025
13/02/2005,2,17429,15566
13/02/2005,3,17341,15438
13/02/2005,4,17192,15470
13/02/2005,5,17213,15455
13/02/2005,6,17229,15597
13/02/2005,7,17957,16163
13/02/2005,8,18259,16701
13/02/2005,9,18657,17297
13/02/2005,10,19273,17913
13/02/2005,11,19607,18172
13/02/2005,12,19686,18276
13/02/2005,13,19793,18258
13/02/2005,14,19562,18077
13/02/2005,15,19192,17727
13/02/2005,16,19367,17932
13/02/2005,17,19880,18520
13/02/2005,18,20851,19456
13/02/2005,19,21730,20215
13/02/2005,20,21500,20002
13/02/2005,21,21073,19663
13/02/2005,22,20492,19081
13/02/2005,23,19612,18147
13/02/2005,24,18860,17122
14/02/2005,1,18276,16362
14/02/2005,2,18107,16163
14/02/2005,3,18038,16023
14/02/2005,4,18152,16084
14/02/2005,5,18522,16318
14/02/2005,6,19145,17117
14/02/2005,7,20439,18530
14/02/2005,8,21623,20360
14/02/2005,9,22302,20993
14/02/2005,10,22368,21252
14/02/2005,11,22405,21471
14/02/2005,12,22671,21587
14/02/2005,13,22533,21524
14/02/2005,14,22439,21330
14/02/2005,15,22455,21246
14/02/2005,16,22431,21222
14/02/2005,17,22181,21672
14/02/2005,18,23010,22151
14/02/2005,19,23125,22067
14/02/2005,20,22355,21441
14/02/2005,21,21617,20703
14/02/2005,22,20782,19868
14/02/2005,23,19759,18705
14/02/2005,24,18944,17325
15/02/2005,1,17846,16481
15/02/2005,2,17652,16045
15/02/2005,3,17443,15749
15/02/2005,4,17038,15544
15/02/2005,5,17246,15599
15/02/2005,6,17774,16170
15/02/2005,7,19217,17618
15/02/2005,8,20354,19508
15/02/2005,9,20947,19958
15/02/2005,10,20996,19932
15/02/2005,11,21094,19951
15/02/2005,12,20744,19885
15/02/2005,13,20969,19815
15/02/2005,14,21024,19756
15/02/2005,15,20897,19808
15/02/2005,16,20837,19857
15/02/2005,17,21592,20482
15/02/2005,18,22392,21183
15/02/2005,19,22612,21455
15/02/2005,20,22039,21030
15/02/2005,21,21599,20543
15/02/2005,22,20705,19646
15/02/2005,23,19638,18579
15/02/2005,24,18561,17314
16/02/2005,1,17576,16492
16/02/2005,2,17289,16195
16/02/2005,3,16898,15804
16/02/2005,4,16777,15728
16/02/2005,5,17093,15870
16/02/2005,6,17800,16515
16/02/2005,7,19184,18020
16/02/2005,8,20418,19804
16/02/2005,9,20854,20090
16/02/2005,10,21059,20221
16/02/2005,11,20843,20374
16/02/2005,12,20661,20242
16/02/2005,13,20196,19787
16/02/2005,14,20078,19669
16/02/2005,15,20038,19579
16/02/2005,16,20361,19653
16/02/2005,17,20864,20265
16/02/2005,18,21587,20954
16/02/2005,19,22378,21674
16/02/2005,20,22636,21622
16/02/2005,21,22218,21200
16/02/2005,22,21489,20440
16/02/2005,23,19942,19290
16/02/2005,24,18908,17999
17/02/2005,1,18262,17048
17/02/2005,2,18037,16688
17/02/2005,3,17642,16478
17/02/2005,4,17764,16442
17/02/2005,5,18159,16665
17/02/2005,6,18726,17247
17/02/2005,7,20218,18624
17/02/2005,8,21121,20077
17/02/2005,9,21582,20383
17/02/2005,10,21227,20160
17/02/2005,11,21630,20348
17/02/2005,12,21272,20244
17/02/2005,13,21020,20108
17/02/2005,14,20983,20126
17/02/2005,15,20464,19857
17/02/2005,16,20713,19906
17/02/2005,17,21357,20530
17/02/2005,18,22167,21126
17/02/2005,19,23319,21952
17/02/2005,20,23023,21999
17/02/2005,21,22458,21611
17/02/2005,22,21223,20709
17/02/2005,23,20197,19733
17/02/2005,24,19689,18525
18/02/2005,1,18647,17498
18/02/2005,2,18310,17222
18/02/2005,3,18144,17056
18/02/2005,4,18053,16965
18/02/2005,5,18329,17161
18/02/2005,6,18977,17876
18/02/2005,7,20425,19321
18/02/2005,8,21474,20908
18/02/2005,9,22099,21302
18/02/2005,10,22135,21198
18/02/2005,11,22269,21480
18/02/2005,12,22588,21485
18/02/2005,13,22192,21228
18/02/2005,14,21781,20967
18/02/2005,15,21593,20726
18/02/2005,16,21276,20612
18/02/2005,17,21596,20882
18/02/2005,18,21989,21375
18/02/2005,19,22983,22269
18/02/2005,20,23065,22179
18/02/2005,21,22571,21698
18/02/2005,22,21642,20903
18/02/2005,23,20656,19808
18/02/2005,24,19639,18529
19/02/2005,1,19192,17530
19/02/2005,2,18977,17163
19/02/2005,3,18851,16782
19/02/2005,4,18665,16574
19/02/2005,5,18406,16568
19/02/2005,6,18704,16853
19/02/2005,7,19319,17466
19/02/2005,8,19559,18255
19/02/2005,9,20477,19143
19/02/2005,10,21015,19670
19/02/2005,11,21018,19734
19/02/2005,12,20990,19639
19/02/2005,13,20954,19479
19/02/2005,14,20780,19229
19/02/2005,15,20497,18996
19/02/2005,16,20322,19011
19/02/2005,17,20726,19362
19/02/2005,18,21343,19908
19/02/2005,19,22197,20457
19/02/2005,20,21766,20223
19/02/2005,21,21167,19689
19/02/2005,22,20782,19089
19/02/2005,23,20015,18407
19/02/2005,24,19197,17494
20/02/2005,1,18476,16662
20/02/2005,2,18127,16308
20/02/2005,3,17782,16158
20/02/2005,4,17711,16087
20/02/2005,5,17718,16094
20/02/2005,6,17980,16292
20/02/2005,7,18381,16677
20/02/2005,8,18318,17001
20/02/2005,9,18743,17699
20/02/2005,10,19418,18374
20/02/2005,11,19617,18688
20/02/2005,12,19841,18912
20/02/2005,13,19906,18942
20/02/2005,14,19866,18902
20/02/2005,15,19787,18823
20/02/2005,16,19863,18899
20/02/2005,17,20373,19444
20/02/2005,18,21199,20270
20/02/2005,19,21759,20830
20/02/2005,20,21508,20579
20/02/2005,21,21172,20243
20/02/2005,22,20572,19603
20/02/2005,23,19768,18744
20/02/2005,24,19238,17747
21/02/2005,1,18431,17035
21/02/2005,2,18187,16747
21/02/2005,3,18113,16644
21/02/2005,4,17952,16593
21/02/2005,5,18348,16680
21/02/2005,6,18795,17316
21/02/2005,7,20361,18657
21/02/2005,8,21377,20187
21/02/2005,9,22365,20766
21/02/2005,10,22645,20968
21/02/2005,11,22572,21107
21/02/2005,12,22592,21118
21/02/2005,13,22599,20818
21/02/2005,14,22310,20595
21/02/2005,15,22030,20449
21/02/2005,16,22111,20402
21/02/2005,17,22496,20826
21/02/2005,18,22804,21398
21/02/2005,19,23450,21829
21/02/2005,20,23342,21601
21/02/2005,21,22650,21031
21/02/2005,22,21698,20219
21/02/2005,23,20706,19019
21/02/2005,24,19181,17759
22/02/2005,1,18309,16849
22/02/2005,2,17826,16467
22/02/2005,3,17595,16236
22/02/2005,4,17506,16147
22/02/2005,5,17684,16325
22/02/2005,6,18584,16861
22/02/2005,7,19710,18306
22/02/2005,8,20906,19943
22/02/2005,9,21656,20458
22/02/2005,10,21710,20232
22/02/2005,11,21566,20138
22/02/2005,12,21891,20079
22/02/2005,13,21984,19933
22/02/2005,14,22214,19955
22/02/2005,15,21963,20023
22/02/2005,16,22085,19936
22/02/2005,17,22377,20419
22/02/2005,18,22474,21099
22/02/2005,19,23539,21795
22/02/2005,20,23964,21676
22/02/2005,21,23023,21267
22/02/2005,22,21967,20454
22/02/2005,23,20796,19288
22/02/2005,24,19693,18016
23/02/2005,1,18917,17253
23/02/2005,2,18435,16943
23/02/2005,3,18313,16828
23/02/2005,4,18351,16816
23/02/2005,5,18460,16940
23/02/2005,6,19441,17571
23/02/2005,7,20894,18957
23/02/2005,8,21949,20610
23/02/2005,9,22439,20937
23/02/2005,10,22083,20631
23/02/2005,11,21947,20595
23/02/2005,12,21948,20518
23/02/2005,13,21640,20106
23/02/2005,14,21407,19983
23/02/2005,15,21765,19931
23/02/2005,16,21684,19909
23/02/2005,17,21594,20400
23/02/2005,18,22361,20849
23/02/2005,19,23253,21765
23/02/2005,20,23611,22006
23/02/2005,21,23081,21479
23/02/2005,22,22278,20680
23/02/2005,23,20858,19556
23/02/2005,24,19948,18375
24/02/2005,1,19497,17683
24/02/2005,2,19152,17375
24/02/2005,3,19075,17186
24/02/2005,4,19202,17238
24/02/2005,5,19295,17410
24/02/2005,6,19742,18097
24/02/2005,7,21541,19479
24/02/2005,8,22267,21130
24/02/2005,9,22452,21377
24/02/2005,10,22257,21153
24/02/2005,11,22337,21212
24/02/2005,12,22132,21023
24/02/2005,13,21685,20778
24/02/2005,14,21480,20547
24/02/2005,15,21524,20397
24/02/2005,16,21774,20477
24/02/2005,17,22170,20973
24/02/2005,18,22763,21417
24/02/2005,19,23235,22141
24/02/2005,20,23391,22321
24/02/2005,21,23040,21887
24/02/2005,22,22608,21111
24/02/2005,23,21096,20002
24/02/2005,24,20040,18764
25/02/2005,1,19469,17999
25/02/2005,2,19068,17774
25/02/2005,3,18897,17553
25/02/2005,4,19101,17494
25/02/2005,5,19276,17672
25/02/2005,6,19994,18145
25/02/2005,7,20930,19536
25/02/2005,8,21925,20991
25/02/2005,9,22179,21467
25/02/2005,10,22273,21289
25/02/2005,11,22242,21273
25/02/2005,12,22093,21019
25/02/2005,13,21831,20699
25/02/2005,14,21418,20536
25/02/2005,15,21169,20337
25/02/2005,16,21147,20351
25/02/2005,17,21650,20724
25/02/2005,18,22469,21243
25/02/2005,19,22968,21831
25/02/2005,20,22883,21657
25/02/2005,21,22017,21191
25/02/2005,22,21253,20374
25/02/2005,23,20563,19334
25/02/2005,24,19502,17947
26/02/2005,1,18890,16971
26/02/2005,2,18494,16445
26/02/2005,3,18071,16112
26/02/2005,4,18057,16028
26/02/2005,5,18199,16193
26/02/2005,6,18722,16403
26/02/2005,7,19110,16981
26/02/2005,8,19394,17681
26/02/2005,9,20057,18448
26/02/2005,10,20289,18852
26/02/2005,11,20566,19132
26/02/2005,12,20966,19090
26/02/2005,13,21209,18790
26/02/2005,14,20689,18438
26/02/2005,15,19760,18224
26/02/2005,16,19632,18096
26/02/2005,17,20240,18340
26/02/2005,18,20909,18997
26/02/2005,19,21364,19824
26/02/2005,20,21726,19977
26/02/2005,21,21489,19593
26/02/2005,22,21180,19058
26/02/2005,23,20245,18453
26/02/2005,24,19618,17639
27/02/2005,1,19080,16959
27/02/2005,2,18747,16546
27/02/2005,3,18318,16389
27/02/2005,4,17924,16379
27/02/2005,5,18036,16367
27/02/2005,6,18221,16558
27/02/2005,7,18815,16899
27/02/2005,8,18797,17235
27/02/2005,9,19571,17797
27/02/2005,10,20025,18251
27/02/2005,11,20117,18430
27/02/2005,12,20397,18468
27/02/2005,13,20390,18374
27/02/2005,14,20379,18055
27/02/2005,15,20047,17893
27/02/2005,16,19602,18012
27/02/2005,17,20203,18457
27/02/2005,18,20993,19113
27/02/2005,19,22164,20108
27/02/2005,20,22160,20380
27/02/2005,21,21935,19979
27/02/2005,22,21226,19268
27/02/2005,23,20300,18431
27/02/2005,24,19414,17409
28/02/2005,1,18624,16801
28/02/2005,2,18419,16477
28/02/2005,3,18354,16331
28/02/2005,4,18200,16276
28/02/2005,5,18341,16468
28/02/2005,6,19146,16973
28/02/2005,7,20611,18318
28/02/2005,8,21799,19996
28/02/2005,9,22751,20645
28/02/2005,10,22610,20676
28/02/2005,11,22705,20569
28/02/2005,12,22840,20501
28/02/2005,13,22974,20279
28/02/2005,14,22838,20212
28/02/2005,15,22955,20152
28/02/2005,16,22738,20392
28/02/2005,17,23252,20947
28/02/2005,18,23935,21554
28/02/2005,19,24758,22187
28/02/2005,20,24445,21868
28/02/2005,21,23935,21359
28/02/2005,22,22679,20384
28/02/2005,23,21245,19159
28/02/2005,24,19367,17953
01/03/2005,1,18527,17036
01/03/2005,2,18110,16776
01/03/2005,3,18271,16527
01/03/2005,4,17976,16426
01/03/2005,5,18079,16535
01/03/2005,6,18770,17152
01/03/2005,7,20210,18532
01/03/2005,8,21948,19906
01/03/2005,9,22719,20457
01/03/2005,10,22836,20423
01/03/2005,11,22808,20546
01/03/2005,12,22400,20495
01/03/2005,13,22394,20261
01/03/2005,14,22007,20265
01/03/2005,15,22037,20147
01/03/2005,16,22158,20217
01/03/2005,17,22396,20672
01/03/2005,18,23070,21175
01/03/2005,19,23677,21707
01/03/2005,20,23597,21704
01/03/2005,21,23252,21173
01/03/2005,22,22481,20350
01/03/2005,23,20818,19047
01/03/2005,24,19360,18018
02/03/2005,1,18500,16967
02/03/2005,2,18391,16611
02/03/2005,3,18184,16611
02/03/2005,4,18259,16498
02/03/2005,5,18493,16655
02/03/2005,6,19486,17302
02/03/2005,7,20397,18612
02/03/2005,8,21699,19971
02/03/2005,9,22099,20559
02/03/2005,10,22112,20596
02/03/2005,11,22274,20643
02/03/2005,12,22005,20456
02/03/2005,13,21502,20243
02/03/2005,14,21412,20102
02/03/2005,15,21207,20026
02/03/2005,16,21202,20176
02/03/2005,17,22097,20693
02/03/2005,18,22903,21323
02/03/2005,19,23726,22015
02/03/2005,20,23604,22173
02/03/2005,21,23013,21717
02/03/2005,22,22306,20939
02/03/2005,23,20938,19764
02/03/2005,24,19681,18399
03/03/2005,1,19115,17459
03/03/2005,2,18622,17320
03/03/2005,3,18821,17043
03/03/2005,4,18692,16981
03/03/2005,5,19064,17113
03/03/2005,6,19546,17745
03/03/2005,7,20717,19193
03/03/2005,8,21250,20573
03/03/2005,9,21802,20899
03/03/2005,10,21910,20723
03/03/2005,11,22207,20671
03/03/2005,12,21767,20596
03/03/2005,13,21403,20339
03/03/2005,14,21252,20203
03/03/2005,15,21272,20050
03/03/2005,16,21176,20182
03/03/2005,17,21339,20545
03/03/2005,18,21859,20906
03/03/2005,19,22700,21783
03/03/2005,20,23006,22145
03/03/2005,21,22693,21651
03/03/2005,22,21963,20901
03/03/2005,23,20868,19779
03/03/2005,24,19859,18410
04/03/2005,1,19207,17496
04/03/2005,2,18835,17207
04/03/2005,3,18569,16977
04/03/2005,4,18681,16872
04/03/2005,5,18776,16979
04/03/2005,6,19394,17549
04/03/2005,7,20552,18779
04/03/2005,8,21485,20326
04/03/2005,9,22109,20819
04/03/2005,10,22268,20714
04/03/2005,11,22008,20646
04/03/2005,12,22081,20254
04/03/2005,13,21181,19916
04/03/2005,14,20872,19737
04/03/2005,15,20952,19617
04/03/2005,16,20622,19570
04/03/2005,17,20945,19663
04/03/2005,18,20911,19874
04/03/2005,19,21447,20517
04/03/2005,20,22032,20948
04/03/2005,21,21521,20537
04/03/2005,22,20740,19731
04/03/2005,23,20033,18799
04/03/2005,24,19198,17536
05/03/2005,1,18264,16752
05/03/2005,2,18090,16482
05/03/2005,3,18404,16246
05/03/2005,4,18387,16112
05/03/2005,5,18071,16188
05/03/2005,6,18343,16430
05/03/2005,7,18817,16859
05/03/2005,8,19164,17526
05/03/2005,9,20474,18314
05/03/2005,10,20164,18624
05/03/2005,11,19959,18434
05/03/2005,12,19563,18605
05/03/2005,13,19270,18162
05/03/2005,14,18863,17746
05/03/2005,15,18693,17396
05/03/2005,16,18742,17243
05/03/2005,17,18956,17363
05/03/2005,18,19414,18081
05/03/2005,19,20069,18845
05/03/2005,20,20060,19102
05/03/2005,21,19817,18652
05/03/2005,22,19667,18130
05/03/2005,23,19236,17423
05/03/2005,24,18395,16600
06/03/2005,1,17969,15885
06/03/2005,2,17631,15478
06/03/2005,3,16925,15217
06/03/2005,4,16921,14936
06/03/2005,5,17134,15009
06/03/2005,6,17128,15204
06/03/2005,7,17100,15350
06/03/2005,8,17620,15665
06/03/2005,9,18479,16716
06/03/2005,10,19953,17693
06/03/2005,11,20246,18178
06/03/2005,12,20155,18222
06/03/2005,13,19971,18083
06/03/2005,14,19778,17934
06/03/2005,15,19640,17733
06/03/2005,16,19862,17877
06/03/2005,17,20198,18235
06/03/2005,18,20632,18936
06/03/2005,19,21032,19220
06/03/2005,20,21179,19355
06/03/2005,21,20885,18921
06/03/2005,22,20023,18385
06/03/2005,23,19387,17594
06/03/2005,24,18660,16622
07/03/2005,1,17376,15827
07/03/2005,2,17143,15685
07/03/2005,3,17273,15586
07/03/2005,4,17299,15535
07/03/2005,5,17313,15810
07/03/2005,6,18131,16468
07/03/2005,7,19588,17939
07/03/2005,8,20459,19514
07/03/2005,9,21149,20236
07/03/2005,10,21292,20329
07/03/2005,11,21305,20584
07/03/2005,12,21248,20785
07/03/2005,13,21397,20919
07/03/2005,14,21082,20814
07/03/2005,15,20967,20588
07/03/2005,16,20888,20610
07/03/2005,17,21434,21118
07/03/2005,18,21639,21376
07/03/2005,19,21910,21647
07/03/2005,20,22190,21727
07/03/2005,21,21571,21308
07/03/2005,22,21050,20616
07/03/2005,23,20046,19628
07/03/2005,24,19393,18300
08/03/2005,1,18365,17472
08/03/2005,2,18567,17174
08/03/2005,3,18226,17063
08/03/2005,4,18224,17029
08/03/2005,5,18387,17344
08/03/2005,6,19047,18026
08/03/2005,7,20336,19408
08/03/2005,8,21284,20579
08/03/2005,9,21637,21145
08/03/2005,10,21499,21061
08/03/2005,11,21406,21009
08/03/2005,12,21328,20954
08/03/2005,13,21152,20788
08/03/2005,14,21373,20643
08/03/2005,15,21204,20756
08/03/2005,16,21189,20756
08/03/2005,17,21582,21217
08/03/2005,18,22029,21664
08/03/2005,19,22880,22415
08/03/2005,20,23028,22724
08/03/2005,21,22710,22295
08/03/2005,22,21981,21566
08/03/2005,23,20704,20334
08/03/2005,24,20004,18921
09/03/2005,1,19126,18088
09/03/2005,2,18966,17778
09/03/2005,3,19099,17741
09/03/2005,4,19157,17556
09/03/2005,5,19221,17718
09/03/2005,6,19774,18244
09/03/2005,7,20686,19563
09/03/2005,8,21521,20937
09/03/2005,9,21983,21405
09/03/2005,10,21891,21313
09/03/2005,11,22210,21229
09/03/2005,12,21646,21218
09/03/2005,13,21739,21065
09/03/2005,14,21800,20998
09/03/2005,15,21638,20786
09/03/2005,16,21444,20866
09/03/2005,17,21952,21374
09/03/2005,18,22350,21772
09/03/2005,19,22761,22333
09/03/2005,20,23058,22595
09/03/2005,21,22392,22029
09/03/2005,22,21588,21225
09/03/2005,23,20413,20050
09/03/2005,24,19874,18881
10/03/2005,1,19429,18202
10/03/2005,2,19268,17885
10/03/2005,3,18928,17741
10/03/2005,4,18926,17533
10/03/2005,5,19001,17650
10/03/2005,6,20074,18432
10/03/2005,7,21384,19714
10/03/2005,8,22167,20899
10/03/2005,9,22289,21000
10/03/2005,10,21656,20783
10/03/2005,11,21808,20831
10/03/2005,12,21870,20641
10/03/2005,13,21637,20508
10/03/2005,14,21473,20378
10/03/2005,15,21303,20058
10/03/2005,16,21201,20080
10/03/2005,17,21489,20450
10/03/2005,18,21936,20967
10/03/2005,19,22468,21630
10/03/2005,20,23008,22043
10/03/2005,21,22548,21526
10/03/2005,22,21610,20612
10/03/2005,23,20694,19571
10/03/2005,24,19518,18400
11/03/2005,1,19097,17654
11/03/2005,2,18801,17108
11/03/2005,3,18371,16878
11/03/2005,4,18593,16727
11/03/2005,5,18775,16832
11/03/2005,6,19092,17421
11/03/2005,7,20544,18654
11/03/2005,8,21266,19892
11/03/2005,9,21720,20473
11/03/2005,10,21763,20448
11/03/2005,11,21534,20285
11/03/2005,12,21713,20285
11/03/2005,13,21639,20190
11/03/2005,14,21528,19979
11/03/2005,15,21514,19765
11/03/2005,16,21209,19651
11/03/2005,17,20880,19716
11/03/2005,18,20898,19906
11/03/2005,19,21876,20459
11/03/2005,20,21597,20726
11/03/2005,21,21337,20420
11/03/2005,22,20553,19723
11/03/2005,23,19692,18624
11/03/2005,24,18782,17538
12/03/2005,1,18158,16645
12/03/2005,2,18087,16162
12/03/2005,3,17844,15895
12/03/2005,4,17643,15781
12/03/2005,5,17435,15794
12/03/2005,6,17492,16078
12/03/2005,7,17922,16632
12/03/2005,8,17992,17206
12/03/2005,9,19021,18133
