Date,Hour,Ontario Demand
18/02/2005,14,20967
18/02/2005,15,20726
18/02/2005,16,20612
18/02/2005,17,20882
18/02/2005,18,21375
18/02/2005,19,22269
18/02/2005,20,22179
18/02/2005,21,21698
18/02/2005,22,20903
18/02/2005,23,19808
18/02/2005,24,18529
19/02/2005,1,17530
19/02/2005,2,17163
19/02/2005,3,16782
19/02/2005,4,16574
19/02/2005,5,16568
19/02/2005,6,16853
19/02/2005,7,17466
19/02/2005,8,18255
19/02/2005,9,19143
19/02/2005,10,19670
19/02/2005,11,19734
19/02/2005,12,19639
19/02/2005,13,19479
19/02/2005,14,19229
19/02/2005,15,18996
19/02/2005,16,19011
19/02/2005,17,19362
19/02/2005,18,19908
19/02/2005,19,20457
19/02/2005,20,20223
19/02/2005,21,19689
19/02/2005,22,19089
19/02/2005,23,18407
19/02/2005,24,17494
20/02/2005,1,16662
20/02/2005,2,16308
20/02/2005,3,16158
20/02/2005,4,16087
20/02/2005,5,16094
20/02/2005,6,16292
20/02/2005,7,16677
20/02/2005,8,17001
20/02/2005,9,17699
20/02/2005,10,18374
20/02/2005,11,18688
20/02/2005,12,18912
20/02/2005,13,18942
20/02/2005,14,18902
20/02/2005,15,18823
20/02/2005,16,18899
20/02/2005,17,19444
20/02/2005,18,20270
20/02/2005,19,20830
20/02/2005,20,20579
20/02/2005,21,20243
20/02/2005,22,19603
20/02/2005,23,18744
20/02/2005,24,17747
21/02/2005,1,17035
21/02/2005,2,16747
21/02/2005,3,16644
21/02/2005,4,16593
21/02/2005,5,16680
21/02/2005,6,17316
21/02/2005,7,18657
21/02/2005,8,20187
21/02/2005,9,20766
21/02/2005,10,20968
21/02/2005,11,21107
21/02/2005,12,21118
21/02/2005,13,20818
21/02/2005,14,20595
21/02/2005,15,20449
21/02/2005,16,20402
21/02/2005,17,20826
21/02/2005,18,21398
21/02/2005,19,21829
21/02/2005,20,21601
21/02/2005,21,21031
21/02/2005,22,20219
21/02/2005,23,19019
21/02/2005,24,17759
22/02/2005,1,16849
22/02/2005,2,16467
22/02/2005,3,16236
22/02/2005,4,16147
22/02/2005,5,16325
22/02/2005,6,16861
22/02/2005,7,18306
22/02/2005,8,19943
22/02/2005,9,20458
22/02/2005,10,20232
22/02/2005,11,20138
22/02/2005,12,20079
22/02/2005,13,19933
22/02/2005,14,19955
22/02/2005,15,20023
22/02/2005,16,19936
22/02/2005,17,20419
22/02/2005,18,21099
22/02/2005,19,21795
22/02/2005,20,21676
22/02/2005,21,21267
22/02/2005,22,20454
22/02/2005,23,19288
22/02/2005,24,18016
23/02/2005,1,17253
23/02/2005,2,16943
23/02/2005,3,16828
23/02/2005,4,16816
23/02/2005,5,16940
23/02/2005,6,17571
23/02/2005,7,18957
23/02/2005,8,20610
23/02/2005,9,20937
23/02/2005,10,20631
23/02/2005,11,20595
23/02/2005,12,20518
23/02/2005,13,20106
23/02/2005,14,19983
23/02/2005,15,19931
23/02/2005,16,19909
23/02/2005,17,20400
23/02/2005,18,20849
23/02/2005,19,21765
23/02/2005,20,22006
23/02/2005,21,21479
23/02/2005,22,20680
23/02/2005,23,19556
23/02/2005,24,18375
24/02/2005,1,17683
24/02/2005,2,17375
24/02/2005,3,17186
24/02/2005,4,17238
24/02/2005,5,17410
24/02/2005,6,18097
24/02/2005,7,19479
24/02/2005,8,21130
24/02/2005,9,21377
24/02/2005,10,21153
24/02/2005,11,21212
24/02/2005,12,21023
24/02/2005,13,20778
24/02/2005,14,20547
24/02/2005,15,20397
24/02/2005,16,20477
24/02/2005,17,20973
24/02/2005,18,21417
24/02/2005,19,22141
24/02/2005,20,22321
24/02/2005,21,21887
24/02/2005,22,21111
24/02/2005,23,20002
24/02/2005,24,18764
25/02/2005,1,17999
25/02/2005,2,17774
25/02/2005,3,17553
25/02/2005,4,17494
25/02/2005,5,17672
25/02/2005,6,18145
25/02/2005,7,19536
25/02/2005,8,20991
25/02/2005,9,21467
25/02/2005,10,21289
25/02/2005,11,21273
25/02/2005,12,21019
25/02/2005,13,20699
25/02/2005,14,20536
25/02/2005,15,20337
25/02/2005,16,20351
25/02/2005,17,20724
25/02/2005,18,21243
25/02/2005,19,21831
25/02/2005,20,21657
25/02/2005,21,21191
25/02/2005,22,20374
25/02/2005,23,19334
25/02/2005,24,17947
26/02/2005,1,16971
26/02/2005,2,16445
26/02/2005,3,16112
26/02/2005,4,16028
26/02/2005,5,16193
26/02/2005,6,16403
26/02/2005,7,16981
26/02/2005,8,17681
26/02/2005,9,18448
26/02/2005,10,18852
26/02/2005,11,19132
26/02/2005,12,19090
26/02/2005,13,18790
26/02/2005,14,18438
26/02/2005,15,18224
26/02/2005,16,18096
26/02/2005,17,18340
26/02/2005,18,18997
26/02/2005,19,19824
26/02/2005,20,19977
26/02/2005,21,19593
26/02/2005,22,19058
26/02/2005,23,18453
26/02/2005,24,17639
27/02/2005,1,16959
27/02/2005,2,16546
27/02/2005,3,16389
27/02/2005,4,16379
27/02/2005,5,16367
27/02/2005,6,16558
27/02/2005,7,16899
27/02/2005,8,17235
27/02/2005,9,17797
27/02/2005,10,18251
27/02/2005,11,18430
27/02/2005,12,18468
27/02/2005,13,18374
27/02/2005,14,18055
27/02/2005,15,17893
27/02/2005,16,18012
27/02/2005,17,18457
27/02/2005,18,19113
27/02/2005,19,20108
27/02/2005,20,20380
27/02/2005,21,19979
27/02/2005,22,19268
27/02/2005,23,18431
27/02/2005,24,17409
28/02/2005,1,16801
28/02/2005,2,16477
28/02/2005,3,16331
28/02/2005,4,16276
28/02/2005,5,16468
28/02/2005,6,16973
28/02/2005,7,18318
28/02/2005,8,19996
28/02/2005,9,20645
28/02/2005,10,20676
28/02/2005,11,20569
28/02/2005,12,20501
28/02/2005,13,20279
28/02/2005,14,20212
28/02/2005,15,20152
28/02/2005,16,20392
28/02/2005,17,20947
28/02/2005,18,21554
28/02/2005,19,22187
28/02/2005,20,21868
28/02/2005,21,21359
28/02/2005,22,20384
28/02/2005,23,19159
28/02/2005,24,17953
01/03/2005,1,17036
01/03/2005,2,16776
01/03/2005,3,16527
01/03/2005,4,16426
01/03/2005,5,16535
01/03/2005,6,17152
01/03/2005,7,18532
01/03/2005,8,19906
01/03/2005,9,20457
01/03/2005,10,20423
01/03/2005,11,20546
01/03/2005,12,20495
01/03/2005,13,20261
01/03/2005,14,20265
01/03/2005,15,20147
01/03/2005,16,20217
01/03/2005,17,20672
01/03/2005,18,21175
01/03/2005,19,21707
01/03/2005,20,21704
01/03/2005,21,21173
01/03/2005,22,20350
01/03/2005,23,19047
01/03/2005,24,18018
02/03/2005,1,16967
02/03/2005,2,16611
02/03/2005,3,16611
02/03/2005,4,16498
02/03/2005,5,16655
02/03/2005,6,17302
02/03/2005,7,18612
02/03/2005,8,19971
02/03/2005,9,20559
02/03/2005,10,20596
02/03/2005,11,20643
02/03/2005,12,20456
02/03/2005,13,20243
02/03/2005,14,20102
02/03/2005,15,20026
02/03/2005,16,20176
02/03/2005,17,20693
02/03/2005,18,21323
02/03/2005,19,22015
02/03/2005,20,22173
02/03/2005,21,21717
02/03/2005,22,20939
02/03/2005,23,19764
02/03/2005,24,18399
03/03/2005,1,17459
03/03/2005,2,17320
03/03/2005,3,17043
03/03/2005,4,16981
03/03/2005,5,17113
03/03/2005,6,17745
03/03/2005,7,19193
03/03/2005,8,20573
03/03/2005,9,20899
03/03/2005,10,20723
03/03/2005,11,20671
03/03/2005,12,20596
03/03/2005,13,20339
03/03/2005,14,20203
03/03/2005,15,20050
03/03/2005,16,20182
03/03/2005,17,20545
03/03/2005,18,20906
03/03/2005,19,21783
03/03/2005,20,22145
03/03/2005,21,21651
03/03/2005,22,20901
03/03/2005,23,19779
03/03/2005,24,18410
04/03/2005,1,17496
04/03/2005,2,17207
04/03/2005,3,16977
04/03/2005,4,16872
04/03/2005,5,16979
04/03/2005,6,17549
04/03/2005,7,18779
04/03/2005,8,20326
04/03/2005,9,20819
04/03/2005,10,20714
04/03/2005,11,20646
04/03/2005,12,20254
04/03/2005,13,19916
04/03/2005,14,19737
04/03/2005,15,19617
04/03/2005,16,19570
04/03/2005,17,19663
04/03/2005,18,19874
04/03/2005,19,20517
04/03/2005,20,20948
04/03/2005,21,20537
04/03/2005,22,19731
04/03/2005,23,18799
04/03/2005,24,17536
05/03/2005,1,16752
05/03/2005,2,16482
05/03/2005,3,16246
05/03/2005,4,16112
05/03/2005,5,16188
05/03/2005,6,16430
05/03/2005,7,16859
05/03/2005,8,17526
05/03/2005,9,18314
05/03/2005,10,18624
05/03/2005,11,18434
05/03/2005,12,18605
05/03/2005,13,18162
05/03/2005,14,17746
05/03/2005,15,17396
05/03/2005,16,17243
05/03/2005,17,17363
05/03/2005,18,18081
05/03/2005,19,18845
05/03/2005,20,19102
05/03/2005,21,18652
05/03/2005,22,18130
05/03/2005,23,17423
05/03/2005,24,16600
06/03/2005,1,15885
06/03/2005,2,15478
06/03/2005,3,15217
06/03/2005,4,14936
06/03/2005,5,15009
06/03/2005,6,15204
06/03/2005,7,15350
06/03/2005,8,15665
06/03/2005,9,16716
06/03/2005,10,17693
06/03/2005,11,18178
06/03/2005,12,18222
06/03/2005,13,18083
06/03/2005,14,17934
06/03/2005,15,17733
06/03/2005,16,17877
06/03/2005,17,18235
06/03/2005,18,18936
06/03/2005,19,19220
06/03/2005,20,19355
06/03/2005,21,18921
06/03/2005,22,18385
06/03/2005,23,17594
06/03/2005,24,16622
07/03/2005,1,15827
07/03/2005,2,15685
07/03/2005,3,15586
07/03/2005,4,15535
07/03/2005,5,15810
07/03/2005,6,16468
07/03/2005,7,17939
07/03/2005,8,19514
07/03/2005,9,20236
07/03/2005,10,20329
07/03/2005,11,20584
07/03/2005,12,20785
07/03/2005,13,20919
07/03/2005,14,20814
07/03/2005,15,20588
07/03/2005,16,20610
07/03/2005,17,21118
07/03/2005,18,21376
07/03/2005,19,21647
07/03/2005,20,21727
07/03/2005,21,21308
07/03/2005,22,20616
07/03/2005,23,19628
07/03/2005,24,18300
08/03/2005,1,17472
08/03/2005,2,17174
08/03/2005,3,17063
08/03/2005,4,17029
08/03/2005,5,17344
08/03/2005,6,18026
08/03/2005,7,19408
08/03/2005,8,20579
08/03/2005,9,21145
08/03/2005,10,21061
08/03/2005,11,21009
08/03/2005,12,20954
08/03/2005,13,20788
08/03/2005,14,20643
08/03/2005,15,20756
08/03/2005,16,20756
08/03/2005,17,21217
08/03/2005,18,21664
08/03/2005,19,22415
08/03/2005,20,22724
08/03/2005,21,22295
08/03/2005,22,21566
08/03/2005,23,20334
08/03/2005,24,18921
09/03/2005,1,18088
09/03/2005,2,17778
09/03/2005,3,17741
09/03/2005,4,17556
09/03/2005,5,17718
09/03/2005,6,18244
09/03/2005,7,19563
09/03/2005,8,20937
09/03/2005,9,21405
09/03/2005,10,21313
09/03/2005,11,21229
09/03/2005,12,21218
09/03/2005,13,21065
09/03/2005,14,20998
09/03/2005,15,20786
09/03/2005,16,20866
09/03/2005,17,21374
09/03/2005,18,21772
09/03/2005,19,22333
09/03/2005,20,22595
09/03/2005,21,22029
09/03/2005,22,21225
09/03/2005,23,20050
09/03/2005,24,18881
10/03/2005,1,18202
10/03/2005,2,17885
10/03/2005,3,17741
10/03/2005,4,17533
10/03/2005,5,17650
10/03/2005,6,18432
10/03/2005,7,19714
10/03/2005,8,20899
10/03/2005,9,21000
10/03/2005,10,20783
10/03/2005,11,20831
10/03/2005,12,20641
10/03/2005,13,20508
10/03/2005,14,20378
10/03/2005,15,20058
10/03/2005,16,20080
10/03/2005,17,20450
10/03/2005,18,20967
10/03/2005,19,21630
10/03/2005,20,22043
10/03/2005,21,21526
10/03/2005,22,20612
10/03/2005,23,19571
10/03/2005,24,18400
11/03/2005,1,17654
11/03/2005,2,17108
11/03/2005,3,16878
11/03/2005,4,16727
11/03/2005,5,16832
11/03/2005,6,17421
11/03/2005,7,18654
11/03/2005,8,19892
11/03/2005,9,20473
11/03/2005,10,20448
11/03/2005,11,20285
11/03/2005,12,20285
11/03/2005,13,20190
11/03/2005,14,19979
11/03/2005,15,19765
11/03/2005,16,19651
11/03/2005,17,19716
11/03/2005,18,19906
11/03/2005,19,20459
11/03/2005,20,20726
11/03/2005,21,20420
11/03/2005,22,19723
11/03/2005,23,18624
11/03/2005,24,17538
12/03/2005,1,16645
12/03/2005,2,16162
12/03/2005,3,15895
12/03/2005,4,15781
12/03/2005,5,15794
12/03/2005,6,16078
12/03/2005,7,16632
12/03/2005,8,17206
12/03/2005,9,18133
12/03/2005,10,18727
12/03/2005,11,18896
12/03/2005,12,18796
12/03/2005,13,18547
12/03/2005,14,18147
12/03/2005,15,17839
12/03/2005,16,17772
12/03/2005,17,17993
12/03/2005,18,18468
12/03/2005,19,19010
12/03/2005,20,19386
12/03/2005,21,18973
12/03/2005,22,18458
12/03/2005,23,17785
12/03/2005,24,17021
13/03/2005,1,16124
13/03/2005,2,15664
13/03/2005,3,15408
13/03/2005,4,15373
13/03/2005,5,15423
13/03/2005,6,15594
13/03/2005,7,15935
13/03/2005,8,16343
13/03/2005,9,17042
13/03/2005,10,17446
13/03/2005,11,17644
13/03/2005,12,17687
13/03/2005,13,17613
13/03/2005,14,17457
13/03/2005,15,17241
13/03/2005,16,17248
13/03/2005,17,17711
13/03/2005,18,18400
13/03/2005,19,18889
13/03/2005,20,19492
13/03/2005,21,19188
13/03/2005,22,18641
13/03/2005,23,17868
13/03/2005,24,17255
14/03/2005,1,16723
14/03/2005,2,16447
14/03/2005,3,16294
14/03/2005,4,16419
14/03/2005,5,16667
14/03/2005,6,17204
14/03/2005,7,18378
14/03/2005,8,19409
14/03/2005,9,20015
14/03/2005,10,20236
14/03/2005,11,20400
14/03/2005,12,20232
14/03/2005,13,19855
14/03/2005,14,19647
14/03/2005,15,19422
14/03/2005,16,19308
14/03/2005,17,19586
14/03/2005,18,19910
14/03/2005,19,20428
14/03/2005,20,20975
14/03/2005,21,20739
14/03/2005,22,19976
14/03/2005,23,18873
14/03/2005,24,17776
15/03/2005,1,17058
15/03/2005,2,16636
15/03/2005,3,16384
15/03/2005,4,16354
15/03/2005,5,16537
15/03/2005,6,16976
15/03/2005,7,18188
15/03/2005,8,19065
15/03/2005,9,19616
15/03/2005,10,19694
15/03/2005,11,19729
15/03/2005,12,19623
15/03/2005,13,19341
15/03/2005,14,19207
15/03/2005,15,18951
15/03/2005,16,18885
15/03/2005,17,19062
15/03/2005,18,19572
15/03/2005,19,20170
15/03/2005,20,20561
15/03/2005,21,19595
15/03/2005,22,19478
15/03/2005,23,18444
15/03/2005,24,17348
16/03/2005,1,16644
16/03/2005,2,16218
16/03/2005,3,15983
16/03/2005,4,15849
16/03/2005,5,16073
16/03/2005,6,16733
16/03/2005,7,17864
16/03/2005,8,18797
16/03/2005,9,19354
16/03/2005,10,19588
16/03/2005,11,19604
16/03/2005,12,19542
16/03/2005,13,19384
16/03/2005,14,19225
16/03/2005,15,19027
16/03/2005,16,18909
16/03/2005,17,19041
16/03/2005,18,19462
16/03/2005,19,20100
16/03/2005,20,20523
16/03/2005,21,20103
16/03/2005,22,19341
16/03/2005,23,18309
16/03/2005,24,17200
17/03/2005,1,16525
17/03/2005,2,16159
17/03/2005,3,15931
17/03/2005,4,15863
17/03/2005,5,16014
17/03/2005,6,16552
17/03/2005,7,17751
17/03/2005,8,18643
17/03/2005,9,19328
17/03/2005,10,19534
17/03/2005,11,19652
17/03/2005,12,19599
17/03/2005,13,19249
17/03/2005,14,19100
17/03/2005,15,18964
17/03/2005,16,18923
17/03/2005,17,19156
17/03/2005,18,19497
17/03/2005,19,20037
17/03/2005,20,20389
17/03/2005,21,20041
17/03/2005,22,19426
17/03/2005,23,18396
17/03/2005,24,17395
18/03/2005,1,16702
18/03/2005,2,16313
18/03/2005,3,16104
18/03/2005,4,16131
18/03/2005,5,16297
18/03/2005,6,16812
18/03/2005,7,17754
18/03/2005,8,18891
18/03/2005,9,19631
18/03/2005,10,19735
18/03/2005,11,19741
18/03/2005,12,19676
18/03/2005,13,19466
18/03/2005,14,19322
18/03/2005,15,18991
18/03/2005,16,18707
18/03/2005,17,18725
18/03/2005,18,18899
18/03/2005,19,19538
18/03/2005,20,19988
18/03/2005,21,19608
18/03/2005,22,18957
18/03/2005,23,18012
18/03/2005,24,16937
19/03/2005,1,16161
19/03/2005,2,15655
19/03/2005,3,15334
19/03/2005,4,15245
19/03/2005,5,15259
19/03/2005,6,15486
19/03/2005,7,16042
19/03/2005,8,16662
19/03/2005,9,17389
19/03/2005,10,17806
19/03/2005,11,18075
19/03/2005,12,18109
19/03/2005,13,17769
19/03/2005,14,17577
19/03/2005,15,17285
19/03/2005,16,17090
19/03/2005,17,17293
19/03/2005,18,17917
19/03/2005,19,18489
19/03/2005,20,18674
19/03/2005,21,18240
19/03/2005,22,17690
19/03/2005,23,16925
19/03/2005,24,16176
20/03/2005,1,15564
20/03/2005,2,15225
20/03/2005,3,15013
20/03/2005,4,14902
20/03/2005,5,14877
20/03/2005,6,14987
20/03/2005,7,15220
20/03/2005,8,15575
20/03/2005,9,16545
20/03/2005,10,17135
20/03/2005,11,17508
20/03/2005,12,17638
20/03/2005,13,17685
20/03/2005,14,17586
20/03/2005,15,17436
20/03/2005,16,17402
20/03/2005,17,18090
20/03/2005,18,18586
20/03/2005,19,18793
20/03/2005,20,19096
20/03/2005,21,18675
20/03/2005,22,18204
20/03/2005,23,17325
20/03/2005,24,16422
21/03/2005,1,15843
21/03/2005,2,15516
21/03/2005,3,15378
21/03/2005,4,15205
21/03/2005,5,15313
21/03/2005,6,16090
21/03/2005,7,17463
21/03/2005,8,18814
21/03/2005,9,19387
21/03/2005,10,19389
21/03/2005,11,19490
21/03/2005,12,19375
21/03/2005,13,19120
21/03/2005,14,18985
21/03/2005,15,18871
21/03/2005,16,18938
21/03/2005,17,19086
21/03/2005,18,19276
21/03/2005,19,19643
21/03/2005,20,20463
21/03/2005,21,20221
21/03/2005,22,19353
21/03/2005,23,18171
21/03/2005,24,17066
22/03/2005,1,16179
22/03/2005,2,15890
22/03/2005,3,15733
22/03/2005,4,15707
22/03/2005,5,15827
22/03/2005,6,16417
22/03/2005,7,17591
22/03/2005,8,18867
22/03/2005,9,19338
22/03/2005,10,19145
22/03/2005,11,19073
22/03/2005,12,19035
22/03/2005,13,18990
22/03/2005,14,18911
22/03/2005,15,18710
22/03/2005,16,18537
22/03/2005,17,18798
22/03/2005,18,19155
22/03/2005,19,19632
22/03/2005,20,20371
22/03/2005,21,19984
22/03/2005,22,19282
22/03/2005,23,18197
22/03/2005,24,17049
23/03/2005,1,16112
23/03/2005,2,15729
23/03/2005,3,15553
23/03/2005,4,15439
23/03/2005,5,15577
23/03/2005,6,16317
23/03/2005,7,17465
23/03/2005,8,18935
23/03/2005,9,19682
23/03/2005,10,19619
23/03/2005,11,19741
23/03/2005,12,19761
23/03/2005,13,19556
23/03/2005,14,19485
23/03/2005,15,19479
23/03/2005,16,19609
23/03/2005,17,20076
23/03/2005,18,20409
23/03/2005,19,20639
23/03/2005,20,20777
23/03/2005,21,20437
23/03/2005,22,19638
23/03/2005,23,18567
23/03/2005,24,17496
24/03/2005,1,16573
24/03/2005,2,16142
24/03/2005,3,15982
24/03/2005,4,15780
24/03/2005,5,15770
24/03/2005,6,16335
24/03/2005,7,17500
24/03/2005,8,18882
24/03/2005,9,19372
24/03/2005,10,19309
24/03/2005,11,19231
24/03/2005,12,19097
24/03/2005,13,18956
24/03/2005,14,18748
24/03/2005,15,18552
24/03/2005,16,18406
24/03/2005,17,18462
24/03/2005,18,18852
24/03/2005,19,19244
24/03/2005,20,19584
24/03/2005,21,19178
24/03/2005,22,18485
24/03/2005,23,17374
24/03/2005,24,16280
25/03/2005,1,15200
25/03/2005,2,15004
25/03/2005,3,14502
25/03/2005,4,14373
25/03/2005,5,14383
25/03/2005,6,14411
25/03/2005,7,14630
25/03/2005,8,14897
25/03/2005,9,15728
25/03/2005,10,16311
25/03/2005,11,16629
25/03/2005,12,16759
25/03/2005,13,16708
25/03/2005,14,16453
25/03/2005,15,16065
25/03/2005,16,15953
25/03/2005,17,16002
25/03/2005,18,16344
25/03/2005,19,16714
25/03/2005,20,17628
25/03/2005,21,17304
25/03/2005,22,16858
25/03/2005,23,16220
25/03/2005,24,15618
26/03/2005,1,14968
26/03/2005,2,14585
26/03/2005,3,14391
26/03/2005,4,14312
26/03/2005,5,14470
26/03/2005,6,14816
26/03/2005,7,15075
26/03/2005,8,15613
26/03/2005,9,16310
26/03/2005,10,16914
26/03/2005,11,17051
26/03/2005,12,16934
26/03/2005,13,16774
26/03/2005,14,16456
26/03/2005,15,16114
26/03/2005,16,15916
26/03/2005,17,16055
26/03/2005,18,16522
26/03/2005,19,16880
26/03/2005,20,17520
26/03/2005,21,17173
26/03/2005,22,16836
26/03/2005,23,16316
26/03/2005,24,15536
27/03/2005,1,14827
27/03/2005,2,14382
27/03/2005,3,14135
27/03/2005,4,13994
27/03/2005,5,14010
27/03/2005,6,14202
27/03/2005,7,14303
27/03/2005,8,14634
27/03/2005,9,15390
27/03/2005,10,15794
27/03/2005,11,16036
27/03/2005,12,16026
27/03/2005,13,15974
27/03/2005,14,15826
27/03/2005,15,15476
27/03/2005,16,15422
27/03/2005,17,15588
27/03/2005,18,15782
27/03/2005,19,16006
27/03/2005,20,16696
27/03/2005,21,16667
27/03/2005,22,16365
27/03/2005,23,15803
27/03/2005,24,14962
28/03/2005,1,14317
28/03/2005,2,14066
28/03/2005,3,13959
28/03/2005,4,13979
28/03/2005,5,14146
28/03/2005,6,14627
28/03/2005,7,15575
28/03/2005,8,16835
28/03/2005,9,18047
28/03/2005,10,18611
28/03/2005,11,19133
28/03/2005,12,19144
28/03/2005,13,19009
28/03/2005,14,18826
28/03/2005,15,18477
28/03/2005,16,18499
28/03/2005,17,18816
28/03/2005,18,18970
28/03/2005,19,19200
28/03/2005,20,19649
28/03/2005,21,19156
28/03/2005,22,18461
28/03/2005,23,17276
28/03/2005,24,15984
29/03/2005,1,15253
29/03/2005,2,14929
29/03/2005,3,14798
29/03/2005,4,14675
29/03/2005,5,14768
29/03/2005,6,15353
29/03/2005,7,16562
29/03/2005,8,18000
29/03/2005,9,18366
29/03/2005,10,18391
29/03/2005,11,18362
29/03/2005,12,18345
29/03/2005,13,18196
29/03/2005,14,18030
29/03/2005,15,17830
29/03/2005,16,17798
29/03/2005,17,18036
29/03/2005,18,18270
29/03/2005,19,18580
29/03/2005,20,19317
29/03/2005,21,18976
29/03/2005,22,18095
29/03/2005,23,16949
29/03/2005,24,15650
30/03/2005,1,14818
30/03/2005,2,14607
30/03/2005,3,14358
30/03/2005,4,14251
30/03/2005,5,14473
30/03/2005,6,15013
30/03/2005,7,16045
30/03/2005,8,17617
30/03/2005,9,18328
30/03/2005,10,18370
30/03/2005,11,18497
30/03/2005,12,18404
30/03/2005,13,18307
30/03/2005,14,18281
30/03/2005,15,18140
30/03/2005,16,18095
30/03/2005,17,18377
30/03/2005,18,18698
30/03/2005,19,18900
30/03/2005,20,19583
30/03/2005,21,19342
30/03/2005,22,18614
30/03/2005,23,17344
30/03/2005,24,16081
31/03/2005,1,15272
31/03/2005,2,15012
31/03/2005,3,14683
31/03/2005,4,14525
31/03/2005,5,14707
31/03/2005,6,15222
31/03/2005,7,16202
31/03/2005,8,17913
31/03/2005,9,18525
31/03/2005,10,18670
31/03/2005,11,18656
31/03/2005,12,18813
31/03/2005,13,18649
31/03/2005,14,18647
31/03/2005,15,18340
31/03/2005,16,18251
31/03/2005,17,18608
31/03/2005,18,18764
31/03/2005,19,18908
31/03/2005,20,19461
31/03/2005,21,19064
31/03/2005,22,18277
31/03/2005,23,17118
31/03/2005,24,15819
01/04/2005,1,15014
01/04/2005,2,14634
01/04/2005,3,14360
01/04/2005,4,14345
01/04/2005,5,14332
01/04/2005,6,14924
01/04/2005,7,16156
01/04/2005,8,17827
01/04/2005,9,18690
01/04/2005,10,18790
01/04/2005,11,18785
01/04/2005,12,18619
01/04/2005,13,18399
01/04/2005,14,18244
01/04/2005,15,18040
01/04/2005,16,17928
01/04/2005,17,18072
01/04/2005,18,18358
01/04/2005,19,18650
01/04/2005,20,18949
01/04/2005,21,18378
